;Fundos;Setor;Preço Atual (R$);Liquidez Diária (R$);P/VP;Último Dividendo;Dividend Yield;DY (3M) Acumulado;DY (6M) Acumulado;DY (12M) Acumulado;DY (3M) média;DY (6M) média;DY (12M) média;DY Ano;Variação Preço;Rentab. Período;Rentab. Acumulada;Patrimônio Líquido;VPA;P/VPA;DY Patrimonial;Variação Patrimonial;Rentab. Patr. Período;Rentab. Patr. Acumulada;Quant. Ativos;Volatilidade;Num. Cotistas;Tax. Gestão;Tax. Performance;Tax. Administração
425;SNFF11;FUNDO DE FUNDOS;82,81;462.977,13;0,96;0,72;0,85 %;3,14 %;6,82 %;12,82 %;1,05 %;1,14 %;1,07 %;10,49 %;-3,12 %;-2,29 %;11,43 %;258.229.204,58;86,47;0,96;1,16 %;-2,30 %;-1,18 %;0,48 %;14;14,54;30.435;N/A;N/A;N/A
426;SNFZ11;MISTO;10,03;24.202,30;1,00;0,06;0,55 %;1,10 %;1,10 %;1,10 %;1,10 %;1,10 %;1,10 %;1,10 %;0,91 %;1,46 %;1,46 %;62.284.459,57;10,05;1,00;0,55 %;0,00 %;0,00 %;0,00 %;0;10,07;3.036;N/A;N/A;N/A
427;SNID11;INDEFINIDO;9,91;215.063,65;N/A;0,10;0,99 %;2,99 %;6,14 %;12,75 %;1,00 %;1,02 %;1,06 %;10,40 %;1,60 %;2,61 %;14,28 %;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;13,56;0;N/A;N/A;N/A
428;SNLG11;IMÓVEIS INDUSTRIAIS E LOGÍSTICOS;29,39;63.517,09;0,87;0,36;1,19 %;3,39 %;5,30 %;5,30 %;1,13 %;0,88 %;0,44 %;5,30 %;-11,19 %;-10,14 %;-5,07 %;65.477.185,63;N/A;N/A;N/A;N/A;N/A;N/A;2;33,63;3.730;N/A;N/A;N/A
429;SNME11;INDEFINIDO;9,15;44.721,17;0,95;0,10;1,04 %;3,15 %;6,56 %;11,22 %;1,05 %;1,09 %;1,12 %;11,22 %;0,94 %;1,99 %;5,87 %;71.473.961,80;N/A;N/A;N/A;N/A;N/A;N/A;14;30,24;3.463;N/A;N/A;N/A
430;SOLR11;IMÓVEIS COMERCIAIS - OUTROS;1.051,35;4.931.882,00;1,13;4,77;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;N/A;59.775.731,75;N/A;N/A;N/A;N/A;N/A;N/A;15;311,05;55;N/A;N/A;N/A
431;SPDE11;INDEFINIDO;1.237,90;64.370,80;1,16;61,88;5,00 %;5,00 %;5,00 %;5,00 %;5,00 %;5,00 %;5,00 %;5,00 %;0,00 %;0,00 %;N/A;97.271.230,23;N/A;N/A;N/A;N/A;N/A;N/A;14;47,99;121;N/A;N/A;N/A
432;SPMO11;INDEFINIDO;144,00;335.334,00;1,08;0,43;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;N/A;242.011.494,05;N/A;N/A;N/A;N/A;N/A;N/A;14;56,12;15;N/A;N/A;N/A
433;SPTW11;LAJES CORPORATIVAS;33,00;89.778,96;0,57;0,40;1,11 %;3,15 %;6,19 %;13,01 %;1,05 %;1,03 %;1,08 %;11,86 %;-6,91 %;-5,87 %;1,30 %;103.362.110,64;57,49;0,57;0,70 %;3,14 %;3,86 %;19,25 %;15;15,64;21.951;N/A;N/A;N/A
434;SPVJ11;SHOPPINGS;N/A;N/A;N/A;14,83;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;N/A;704.020.762,20;111,54;N/A;0,58 %;-4,04 %;-3,49 %;12,15 %;1;N/A;26;N/A;N/A;N/A
435;SPXS11;INDEFINIDO;9,22;574.953,61;0,98;0,10;1,11 %;3,31 %;6,49 %;12,72 %;1,10 %;1,08 %;1,06 %;10,65 %;-0,44 %;0,67 %;18,78 %;192.356.088,03;N/A;N/A;N/A;N/A;N/A;N/A;14;13,36;19.272;N/A;N/A;N/A
436;SRVD11;INDEFINIDO;3,00;233,91;5,56;0,20;2,29 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;3,30 %;-9,79 %;-7,73 %;-7,73 %;52.384.891,92;1,19;2,53;16,87 %;-0,11 %;16,74 %;25,64 %;14;375,98;106;N/A;N/A;N/A
437;STRX11;FUNDO DE DESENVOLVIMENTO;159,65;1.120,00;1,09;0,75;0,47 %;0,96 %;0,96 %;1,43 %;0,96 %;0,96 %;0,12 %;1,43 %;0,00 %;0,47 %;0,47 %;237.158.587,47;146,98;1,09;0,55 %;-0,90 %;-0,36 %;11,72 %;1;4,59;109;N/A;N/A;N/A
438;TCPF11;MISTO;39,53;N/A;0,36;1,31;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;N/A;32.427.500,27;N/A;N/A;N/A;N/A;N/A;N/A;14;N/A;52;N/A;N/A;N/A
439;TEPP11;LAJES CORPORATIVAS;84,77;1.197.154,17;0,87;0,78;0,89 %;2,68 %;6,18 %;11,55 %;0,89 %;1,03 %;0,96 %;10,84 %;0,75 %;1,64 %;8,74 %;412.150.382,08;97,62;0,87;0,80 %;1,99 %;2,80 %;14,74 %;19;11,58;30.505;N/A;N/A;N/A
440;TGAR11;FUNDO DE DESENVOLVIMENTO;99,35;10.041.840,61;0,88;1,15;1,13 %;3,10 %;6,40 %;13,18 %;1,03 %;1,07 %;1,10 %;11,95 %;-8,44 %;-7,40 %;-1,02 %;2.650.327.678,98;112,45;0,88;1,00 %;-12,00 %;-11,12 %;-0,90 %;4;12,58;175.473;N/A;N/A;N/A
441;TJKB11;INDEFINIDO;281,00;1.622,26;1,04;3,27;1,11 %;1,90 %;2,77 %;3,76 %;0,63 %;0,46 %;0,31 %;2,77 %;-1,43 %;-0,34 %;-0,34 %;266.189.470,53;N/A;N/A;N/A;N/A;N/A;N/A;21;221,58;157;N/A;N/A;N/A
442;TMPS11;FUNDO DE FUNDOS;82,77;368.689,70;0,84;1,07;1,26 %;3,21 %;6,61 %;12,82 %;1,07 %;1,10 %;1,07 %;11,77 %;-5,19 %;-3,99 %;6,07 %;95.488.004,71;N/A;N/A;N/A;N/A;N/A;N/A;14;15,86;1.992;N/A;N/A;N/A
443;TOPP11;IMÓVEIS COMERCIAIS - OUTROS;82,27;341.843,96;0,84;0,02;0,02 %;0,02 %;0,02 %;0,02 %;0,02 %;0,02 %;0,02 %;0,02 %;0,00 %;0,00 %;N/A;439.450.890,27;N/A;N/A;N/A;N/A;N/A;N/A;0;31,73;5.101;N/A;N/A;N/A
444;TORD11;MISTO;0,99;61.713,39;0,15;0,05;0,90 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;1,44 %;-24,53 %;-23,85 %;-24,46 %;234.097.073,44;13,94;0,07;0,36 %;8,23 %;8,62 %;12,48 %;1;18,53;76.380;N/A;N/A;N/A
445;TRBL11;IMÓVEIS INDUSTRIAIS E LOGÍSTICOS;66,81;2.540.388,70;0,67;0,62;0,89 %;2,70 %;5,33 %;10,37 %;0,90 %;0,89 %;0,86 %;9,60 %;-24,30 %;-23,63 %;-17,94 %;772.301.555,04;N/A;N/A;N/A;N/A;N/A;N/A;19;20,88;57.998;N/A;N/A;N/A
446;TRNT11;LAJES CORPORATIVAS;106,04;26.188,83;0,56;0,07;0,06 %;0,00 %;0,06 %;1,06 %;0,00 %;0,06 %;0,09 %;0,71 %;0,00 %;0,00 %;N/A;794.867.022,41;197,64;0,54;0,04 %;0,38 %;0,42 %;-0,87 %;15;45,32;604;N/A;N/A;N/A
447;TRXB11;FUNDO DE DESENVOLVIMENTO;134,01;3.467,30;1,13;1,00;0,73 %;2,22 %;4,25 %;7,70 %;0,74 %;0,71 %;0,64 %;7,70 %;6,97 %;7,75 %;4,84 %;407.226.212,55;N/A;N/A;N/A;N/A;N/A;N/A;29;69,88;327;N/A;N/A;N/A
448;TRXF11;IMÓVEIS COMERCIAIS - OUTROS;99,80;6.285.295,09;0,96;0,93;0,92 %;2,70 %;5,49 %;11,26 %;0,90 %;0,92 %;0,94 %;10,40 %;-3,59 %;-2,70 %;6,84 %;2.095.693.970,08;104,60;0,95;0,89 %;-0,81 %;0,08 %;16,13 %;1;5,51;184.669;N/A;N/A;N/A
449;TSER11;LAJES CORPORATIVAS;96,27;64.000,00;0,97;0,97;1,00 %;2,87 %;2,87 %;4,83 %;0,96 %;0,48 %;0,40 %;3,85 %;-0,96 %;0,03 %;0,08 %;137.148.056,85;N/A;N/A;N/A;N/A;N/A;N/A;15;268,28;21;N/A;N/A;N/A
450;TVRI11;AGÊNCIAS DE BANCOS;94,00;1.226.625,57;0,93;0,98;1,03 %;2,98 %;5,90 %;11,72 %;0,99 %;0,98 %;0,98 %;10,72 %;-3,81 %;-2,82 %;16,69 %;1.615.472.768,24;N/A;N/A;N/A;N/A;N/A;N/A;76;12,68;68.584;N/A;N/A;N/A
451;URHF11;OUTROS;121,80;3.032,17;1,19;1,19;1,05 %;3,29 %;5,83 %;5,83 %;1,10 %;1,94 %;1,94 %;5,83 %;-0,88 %;0,16 %;135,26 %;10.798.853,62;N/A;N/A;N/A;N/A;N/A;N/A;14;232,41;155;N/A;N/A;N/A
452;URPR11;PAPÉIS;65,34;2.489.631,48;0,65;0,87;1,28 %;3,71 %;7,49 %;15,34 %;1,24 %;1,25 %;1,28 %;13,98 %;-14,51 %;-13,41 %;-3,52 %;1.194.618.788,09;101,81;0,64;0,98 %;3,04 %;4,05 %;28,79 %;14;12,79;81.178;N/A;N/A;N/A
453;VANG11;INDEFINIDO;101,68;41.288,22;N/A;1,00;0,98 %;0,98 %;0,98 %;0,98 %;0,98 %;0,98 %;0,98 %;0,98 %;0,00 %;0,00 %;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;10,25;0;N/A;N/A;N/A
454;VCJR11;PAPÉIS;86,48;2.359.950,00;0,91;0,70;0,83 %;2,61 %;5,64 %;12,28 %;0,87 %;0,94 %;1,02 %;11,24 %;-5,06 %;-4,27 %;8,89 %;1.405.185.769,89;95,44;0,91;0,84 %;1,26 %;2,11 %;15,16 %;14;11,47;35.010;N/A;N/A;N/A
455;VCRA11;INDEFINIDO;65,86;936.167,87;0,63;1,00;1,49 %;4,10 %;8,34 %;16,80 %;1,37 %;1,39 %;1,40 %;15,50 %;-9,69 %;-8,35 %;-7,81 %;479.886.838,10;104,46;0,63;0,96 %;2,03 %;3,00 %;4,51 %;0;25,73;11.671;N/A;N/A;N/A
456;VCRI11;PAPÉIS;7,49;301.963,09;0,79;0,09;1,09 %;3,27 %;7,10 %;13,65 %;1,09 %;1,18 %;1,14 %;12,61 %;-4,17 %;-3,12 %;15,12 %;169.629.872,41;9,54;0,79;0,94 %;0,95 %;1,90 %;3,71 %;14;9,31;11.522;N/A;N/A;N/A
457;VCRR11;IMÓVEIS RESIDENCIAIS;64,02;186.983,26;0,49;0,60;0,90 %;2,66 %;5,61 %;11,90 %;0,89 %;0,94 %;0,99 %;10,82 %;0,59 %;1,49 %;12,01 %;260.975.151,99;130,49;0,49;0,46 %;1,75 %;2,22 %;17,11 %;14;20,67;4.325;N/A;N/A;N/A
458;VGHF11;MISTO;7,82;3.619.862,87;0,88;0,09;1,16 %;3,13 %;6,27 %;12,72 %;1,04 %;1,05 %;1,06 %;11,49 %;-7,82 %;-6,75 %;-2,33 %;1.468.874.083,41;8,92;0,88;1,01 %;-2,62 %;-1,64 %;10,99 %;14;12,21;412.791;N/A;N/A;N/A
459;VGIA11;INDEFINIDO;8,27;1.902.688,09;0,89;0,12;1,37 %;4,48 %;8,51 %;16,25 %;1,49 %;1,42 %;1,35 %;13,87 %;-1,91 %;-0,56 %;23,67 %;804.340.201,23;9,30;0,89;1,40 %;-2,40 %;-1,03 %;7,02 %;0;16,74;172.747;N/A;N/A;N/A
460;VGII11;TECIDOS. VESTUÁRIO E CALÇADOS;93,30;N/A;0,97;1,75;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;N/A;49.939.658,26;N/A;N/A;N/A;N/A;N/A;N/A;14;13,78;3;N/A;N/A;N/A
461;VGIP11;PAPÉIS;80,27;1.827.653,96;0,89;0,80;0,95 %;3,01 %;6,18 %;11,72 %;1,00 %;1,03 %;0,98 %;9,90 %;-0,92 %;0,02 %;13,90 %;1.072.469.383,58;90,99;0,88;0,98 %;0,61 %;1,59 %;10,43 %;14;12,71;89.322;N/A;N/A;N/A
462;VGIR11;PAPÉIS;9,64;5.668.556,04;0,99;0,10;1,02 %;3,09 %;6,50 %;13,58 %;1,03 %;1,08 %;1,13 %;11,11 %;-0,31 %;0,71 %;17,33 %;1.421.265.250,77;9,73;0,99;1,03 %;0,93 %;1,97 %;-88,78 %;1;9,51;262.277;N/A;N/A;N/A
463;VGRI11;MISTO;8,09;382.043,13;0,85;0,15;1,71 %;5,08 %;9,97 %;11,57 %;1,69 %;1,66 %;1,65 %;11,57 %;-1,24 %;0,45 %;3,09 %;341.922.561,25;N/A;N/A;N/A;N/A;N/A;N/A;19;26,54;3.026;N/A;N/A;N/A
464;VIDS11;FUNDO DE DESENVOLVIMENTO;915,64;N/A;1,01;2,85;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;N/A;82.975.951,94;N/A;N/A;N/A;N/A;N/A;N/A;14;1,19;199;N/A;N/A;N/A
465;VIFI11;FUNDO DE FUNDOS;7,29;102.295,83;0,84;0,07;0,96 %;2,76 %;5,56 %;11,07 %;0,92 %;0,93 %;0,92 %;10,17 %;-4,60 %;-3,68 %;3,13 %;70.293.092,15;8,69;0,84;0,81 %;-1,81 %;-1,02 %;-69,73 %;14;10,79;5.976;N/A;N/A;N/A
466;VIGT11;INDEFINIDO;56,52;833.620,04;N/A;1,60;2,78 %;2,78 %;6,20 %;12,58 %;0,93 %;1,03 %;1,05 %;9,36 %;-12,41 %;-9,97 %;-15,30 %;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;16,34;0;N/A;N/A;N/A
467;VILG11;IMÓVEIS INDUSTRIAIS E LOGÍSTICOS;79,34;1.667.487,87;0,70;0,61;0,75 %;2,21 %;4,46 %;8,41 %;0,74 %;0,74 %;0,70 %;7,72 %;-2,91 %;-2,18 %;-6,76 %;1.702.910.933,11;113,55;0,70;0,56 %;1,14 %;1,71 %;8,00 %;28;17,13;158.949;N/A;N/A;N/A
468;VINO11;LAJES CORPORATIVAS;4,93;754.885,26;0,46;0,05;0,98 %;2,80 %;5,35 %;10,10 %;0,93 %;0,89 %;0,84 %;9,32 %;1,19 %;2,18 %;-24,23 %;884.341.899,97;10,68;0,46;0,47 %;-80,49 %;-80,40 %;-79,24 %;24;20,88;153.176;N/A;N/A;N/A
469;VISC11;SHOPPINGS;102,95;5.560.381,00;0,82;0,80;0,76 %;2,25 %;4,61 %;9,71 %;0,75 %;0,77 %;0,81 %;8,84 %;-3,02 %;-2,28 %;-1,04 %;3.645.321.964,73;126,45;0,81;0,66 %;2,12 %;2,79 %;18,10 %;43;12,90;354.095;N/A;N/A;N/A
470;VIUR11;MISTO;5,50;185.688,96;0,63;0,07;1,19 %;3,30 %;6,47 %;12,10 %;1,10 %;1,08 %;1,01 %;11,16 %;-11,22 %;-10,16 %;-18,23 %;237.366.224,59;8,81;0,62;0,76 %;-4,24 %;-3,51 %;-89,94 %;22;18,04;50.033;N/A;N/A;N/A
471;VJFD11;PAPÉIS;155,02;3.720,48;1,00;0,75;0,48 %;0,48 %;0,48 %;0,48 %;0,48 %;0,48 %;0,48 %;0,48 %;0,00 %;0,00 %;N/A;753.607.692,56;154,55;1,00;0,49 %;13,58 %;14,13 %;20,72 %;6;39,98;97;N/A;N/A;N/A
472;VLIQ11;INDEFINIDO;N/A;N/A;N/A;5,04;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;N/A;118.155.565,38;N/A;N/A;N/A;N/A;N/A;N/A;14;N/A;8.102;N/A;N/A;N/A
473;VLOL11;LAJES CORPORATIVAS;98,00;160.238,13;1,54;16,30;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;1,99 %;0,00 %;0,00 %;N/A;118.155.565,38;111,06;0,88;0,55 %;-0,14 %;0,40 %;14,11 %;14;9,89;8.102;N/A;N/A;N/A
474;VOTS11;PAPÉIS;74,82;3.263,74;0,80;0,70;0,97 %;2,42 %;5,57 %;11,24 %;0,81 %;0,93 %;0,94 %;11,24 %;-6,53 %;-5,63 %;0,28 %;77.535.070,18;93,65;0,80;0,49 %;0,39 %;0,88 %;9,95 %;14;25,38;685;N/A;N/A;N/A
475;VRTA11;PAPÉIS;80,89;1.843.834,91;0,89;0,80;0,97 %;2,80 %;5,95 %;11,70 %;0,93 %;0,99 %;0,98 %;10,88 %;-4,76 %;-3,84 %;7,82 %;1.413.777.341,89;90,67;0,89;0,88 %;-0,55 %;0,33 %;9,41 %;14;9,83;121.350;N/A;N/A;N/A
476;VRTM11;MISTO;7,35;492.728,00;0,78;0,09;1,11 %;3,11 %;5,92 %;10,53 %;1,04 %;0,99 %;0,96 %;10,22 %;-7,83 %;-6,81 %;-13,05 %;447.180.874,20;N/A;N/A;N/A;N/A;N/A;N/A;14;47,98;12.932;N/A;N/A;N/A
477;VSEC11;PAPÉIS;0,21;2,50;0,00;2,05;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;138,00 %;0,00 %;0,00 %;N/A;118.155.565,38;N/A;N/A;N/A;N/A;N/A;N/A;14;904,16;8.102;N/A;N/A;N/A
478;VSHO11;SHOPPINGS;68,84;63.479,78;0,66;0,72;1,03 %;2,99 %;5,36 %;10,53 %;1,00 %;0,89 %;0,88 %;9,56 %;-3,71 %;-2,72 %;-0,95 %;217.882.049,70;103,81;0,66;0,68 %;4,47 %;5,18 %;10,05 %;17;14,40;3.600;N/A;N/A;N/A
479;VSLH11;PAPÉIS;3,39;152.804,87;0,31;0,04;1,16 %;3,58 %;7,28 %;13,89 %;1,19 %;1,21 %;1,16 %;11,64 %;3,61 %;4,82 %;-0,21 %;327.077.112,86;10,95;0,31;0,37 %;5,39 %;5,77 %;25,94 %;14;23,34;78.739;N/A;N/A;N/A
480;VTLT11;IMÓVEIS INDUSTRIAIS E LOGÍSTICOS;90,04;86.109,65;0,80;0,93;1,01 %;3,01 %;6,04 %;11,93 %;1,00 %;1,01 %;0,99 %;10,97 %;-1,15 %;-0,15 %;11,61 %;238.682.282,72;112,88;0,80;0,82 %;12,06 %;12,99 %;21,36 %;15;9,54;6.185;N/A;N/A;N/A
481;VTPL11;PAPÉIS;72,10;1.273,17;1,00;5,11;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;N/A;99.719.317,69;N/A;N/A;N/A;N/A;N/A;N/A;1;N/A;124;N/A;N/A;N/A
482;VVCO11;LAJES CORPORATIVAS;13,15;66.900,26;0,92;11,16;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;N/A;140.816.121,76;N/A;N/A;N/A;N/A;N/A;N/A;18;13,36;3.124;N/A;N/A;N/A
483;VVCR11;PAPÉIS;9,41;410.065,91;0,89;0,08;0,85 %;2,49 %;5,10 %;13,34 %;0,83 %;0,85 %;1,11 %;10,44 %;-2,78 %;-1,95 %;15,19 %;79.690.179,57;N/A;N/A;N/A;N/A;N/A;N/A;14;20,98;2.478;N/A;N/A;N/A
484;VVMR11;LAJES CORPORATIVAS;86,97;45.276,30;0,78;0,50;0,57 %;1,20 %;6,56 %;9,22 %;0,40 %;1,09 %;0,77 %;8,97 %;-0,05 %;0,52 %;-3,07 %;315.853.933,93;N/A;N/A;N/A;N/A;N/A;N/A;19;73,81;766;N/A;N/A;N/A
485;VVPR11;MISTO;101,50;1.249.061,55;1,59;0,89;0,89 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;7,45 %;0,40 %;1,30 %;14,44 %;118.155.565,38;98,03;1,04;0,74 %;-0,10 %;0,64 %;0,09 %;14;3,43;8.102;N/A;N/A;N/A
486;VVRI11;INDEFINIDO;99,00;703.681,30;0,99;0,75;0,75 %;1,51 %;4,73 %;11,41 %;0,50 %;0,79 %;0,95 %;8,67 %;1,56 %;2,33 %;7,98 %;80.595.254,32;N/A;N/A;N/A;N/A;N/A;N/A;16;42,30;176;N/A;N/A;N/A
487;VXXV11;FUNDO DE DESENVOLVIMENTO;680,00;152.622,52;1,03;273,35;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;N/A;182.546.031,22;N/A;N/A;N/A;N/A;N/A;N/A;14;58,30;21;N/A;N/A;N/A
488;WPLZ11;SHOPPINGS;56,80;3.340,30;0,64;0,29;0,51 %;1,84 %;3,79 %;7,79 %;0,61 %;0,63 %;0,65 %;7,09 %;15,43 %;16,02 %;4,89 %;95.766.180,98;88,38;0,64;0,41 %;0,66 %;1,07 %;-9,18 %;15;41,72;1.759;N/A;N/A;N/A
489;WSEC11;INDEFINIDO;8,00;12.742,52;0,78;0,08;0,88 %;2,61 %;6,20 %;13,02 %;0,87 %;1,03 %;1,09 %;11,56 %;-1,50 %;-0,63 %;16,84 %;25.050.307,60;N/A;N/A;N/A;N/A;N/A;N/A;14;11,71;552;N/A;N/A;N/A
490;WTSP11B;MISTO;36,00;3.852,00;0,45;0,40;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;N/A;80.221.671,67;80,82;0,45;0,49 %;11,51 %;12,06 %;8,91 %;2;6,67;209;N/A;N/A;N/A
491;XPCA11;INDEFINIDO;6,03;1.672.639,48;0,66;0,04;0,62 %;2,86 %;6,67 %;13,95 %;0,95 %;1,11 %;1,16 %;12,71 %;-17,37 %;-16,86 %;-17,23 %;419.125.862,16;9,21;0,65;1,09 %;-2,96 %;-1,91 %;10,33 %;0;17,11;109.160;N/A;N/A;N/A
492;XPCI11;PAPÉIS;80,30;1.840.803,96;0,90;0,80;1,01 %;2,87 %;6,12 %;12,18 %;0,96 %;1,02 %;1,02 %;11,21 %;-7,81 %;-6,88 %;7,65 %;781.494.443,86;89,81;0,89;0,89 %;-2,20 %;-1,33 %;7,40 %;14;11,17;76.924;N/A;N/A;N/A
493;XPCM11;LAJES CORPORATIVAS;7,28;14.281,04;0,25;0,02;0,20 %;0,00 %;0,00 %;0,87 %;0,00 %;0,00 %;0,87 %;0,20 %;-1,54 %;-1,34 %;-1,34 %;69.321.774,17;29,04;0,25;0,07 %;-34,13 %;-34,09 %;-44,99 %;15;20,26;20.100;N/A;N/A;N/A
494;XPHT11;HOTÉIS;123,00;230.869,59;0,62;0,41;1,07 %;2,63 %;5,08 %;9,73 %;0,88 %;0,85 %;0,81 %;8,79 %;4,73 %;5,85 %;-4,10 %;581.380.927,35;63,07;1,95;0,46 %;-33,06 %;-32,75 %;-26,90 %;26;29,85;1.110;N/A;N/A;N/A
495;XPID11;INDEFINIDO;61,95;348.896,35;N/A;0,70;1,12 %;3,19 %;6,40 %;12,79 %;1,06 %;1,07 %;1,07 %;12,79 %;-7,21 %;-6,17 %;-14,60 %;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;17,12;0;N/A;N/A;N/A
496;XPIE11;INDEFINIDO;66,65;2.623.655,09;N/A;1,00;1,44 %;4,16 %;6,83 %;11,92 %;1,39 %;1,14 %;0,99 %;16,31 %;-3,62 %;-2,24 %;8,63 %;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;12,20;0;N/A;N/A;N/A
497;XPIN11;IMÓVEIS INDUSTRIAIS E LOGÍSTICOS;70,50;447.367,91;0,67;0,74;1,02 %;2,66 %;5,18 %;9,94 %;0,89 %;0,86 %;0,83 %;8,34 %;-3,08 %;-2,09 %;1,62 %;756.205.125,34;105,76;0,67;0,59 %;1,80 %;2,40 %;3,89 %;110;13,80;47.261;N/A;N/A;N/A
498;XPLG11;IMÓVEIS INDUSTRIAIS E LOGÍSTICOS;96,00;4.237.629,13;0,86;0,78;0,80 %;2,35 %;4,70 %;9,15 %;0,78 %;0,78 %;0,76 %;8,40 %;-2,82 %;-2,04 %;1,10 %;3.330.645.809,18;112,47;0,85;0,69 %;-1,27 %;-0,59 %;10,98 %;2;11,69;351.107;N/A;N/A;N/A
499;XPML11;SHOPPINGS;103,19;13.665.072,13;0,87;0,92;0,87 %;2,55 %;5,08 %;9,94 %;0,85 %;0,85 %;0,83 %;8,32 %;-3,99 %;-3,15 %;6,63 %;6.592.134.243,05;119,16;0,87;0,77 %;18,05 %;18,96 %;27,48 %;21;10,82;547.001;N/A;N/A;N/A
500;XPPR11;LAJES CORPORATIVAS;14,83;142.283,09;0,24;0,07;0,47 %;1,28 %;2,41 %;4,70 %;0,43 %;0,40 %;0,39 %;4,15 %;-8,52 %;-8,09 %;-13,63 %;457.413.170,30;62,52;0,24;0,11 %;-15,93 %;-15,84 %;-19,02 %;16;28,19;45.908;N/A;N/A;N/A
501;XPSF11;FUNDO DE FUNDOS;6,67;591.808,39;0,83;0,07;1,03 %;2,95 %;5,77 %;11,40 %;0,98 %;0,96 %;0,95 %;10,41 %;-4,63 %;-3,65 %;-0,89 %;345.399.867,85;7,98;0,84;0,88 %;-4,43 %;-3,59 %;-89,92 %;14;11,52;63.835;N/A;N/A;N/A
502;XTED11;LAJES CORPORATIVAS;8,82;17.641,88;0,68;11,16;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;67.378.204,04;28,02;0,31;0,00 %;-0,36 %;-0,36 %;-3,45 %;1;29,46;4.098;N/A;N/A;N/A
503;YUFI11;FUNDO DE DESENVOLVIMENTO;88,97;89,00;0,85;0,10;0,11 %;0,32 %;0,65 %;0,65 %;0,32 %;0,65 %;0,65 %;0,65 %;-0,20 %;-0,09 %;-0,09 %;51.833.120,32;N/A;N/A;N/A;N/A;N/A;N/A;54;154,09;58;N/A;N/A;N/A
504;YUFI11B;INDEFINIDO;N/A;N/A;N/A;0,63;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;0,00 %;N/A;0,00 %;0,00 %;0,00 %;N/A;105,53;N/A;0,60 %;-0,01 %;0,59 %;6,32 %;0;N/A;0;N/A;N/A;N/A
505;ZAGH11;SERVIÇOS FINANCEIROS DIVERSOS;13,00;1.039,91;1,36;0,07;0,58 %;1,70 %;2,74 %;3,28 %;0,57 %;0,46 %;0,55 %;3,28 %;11,34 %;11,98 %;15,28 %;44.483.015,06;N/A;N/A;N/A;N/A;N/A;N/A;14;30,32;261;N/A;N/A;N/A
506;ZAVC11;INDEFINIDO;10,49;1.425,43;1,04;0,13;1,44 %;3,96 %;7,20 %;7,20 %;1,32 %;1,44 %;1,44 %;7,20 %;-9,09 %;-7,78 %;-0,02 %;31.271.344,03;N/A;N/A;N/A;N/A;N/A;N/A;1;70,34;130;N/A;N/A;N/A
507;ZAVI11;INDEFINIDO;103,96;123.982,09;0,80;1,15;1,10 %;3,21 %;6,31 %;12,43 %;1,07 %;1,05 %;1,04 %;11,46 %;-4,26 %;-3,21 %;-3,39 %;154.456.975,43;N/A;N/A;N/A;N/A;N/A;N/A;24;34,93;4.112;N/A;N/A;N/A
